id,hospcode,areacode,flag_sent,date_com,b_year,type_13,uc,sso,ofc,osm,ageing,child,disab,home,village,school,student,childcenter,caregiver,osk,opd,opd_visit,opd_pt,opd_pt_visit,ip
"8ec43f9ee8a5b450912a021b7b914f7e","09571","90111608","0","202206261257","2565","8160","4884","1837","540","63","1068","377","112",2359,5,4,0,1,0,0,8806,23233,1120,1984,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","07483","65010703","0","202206251514","2565","9844","0","0","0","0","2419","419","5",5972,7,5,0,2,0,0,4812,16018,2319,6080,"203.157.102.165"
"8ec43f9ee8a5b450912a021b7b914f7e","07880","70020203","0","202206250138","2565","3160","1741","4","34","71","695","183","149",1077,6,3,0,0,0,0,2234,5476,477,814,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","77524","30010100","0","202206261020","2565","1459","911","185","143","0","415","52","9",1051,10,2,0,0,0,0,1694,4093,797,1939,"203.157.102.130"
"8ec43f9ee8a5b450912a021b7b914f7e","28778","43170107","0","202206280441","2565","875","598","159","27","2","255","31","24",440,3,2,0,0,0,0,12650,41768,5483,13263,"203.157.102.143"
"8ec43f9ee8a5b450912a021b7b914f7e","08986","80230401","0","202206260659","2565","4286","2439","81","137","81","841","310","95",1386,3,4,0,0,0,0,3795,8197,860,2105,"203.157.102.180"
"8ec43f9ee8a5b450912a021b7b914f7e","15095","33220404","0","202206261727","2565","1808","1467","90","135","100","445","136","97",672,10,2,0,1,7,0,1814,6682,840,1696,"203.157.102.133"
"8ec43f9ee8a5b450912a021b7b914f7e","09572","90111801","0","202206261257","2565","8028","5120","1470","660","122","1651","200","158",2789,13,7,0,4,0,0,10599,24183,1641,3008,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","02012","21080403","0","202206281053","2565","9028","5667","2826","307","150","1231","442","100",5003,7,2,0,2,0,0,7607,14255,1281,2583,"203.157.102.121"
"8ec43f9ee8a5b450912a021b7b914f7e","07478","65010307","0","202206251514","2565","7359","0","0","0","0","1349","483","67",3261,6,1,0,0,0,0,6182,16582,1436,3419,"203.157.102.165"
"8ec43f9ee8a5b450912a021b7b914f7e","02106","22090407","0","202206300541","2565","3415","2196","29","103","67","834","126","50",1158,8,2,0,0,0,0,2272,6843,973,2424,"203.157.102.122"
"8ec43f9ee8a5b450912a021b7b914f7e","23962","21080302","0","202206281053","2565","3406","1982","919","58","87","634","147","54",2587,6,10,0,0,0,0,57166,136586,15561,28056,"203.157.102.121"
"8ec43f9ee8a5b450912a021b7b914f7e","07136","61070306","0","202206300710","2565","5992","2716","211","73","124","1296","316","90",2218,11,5,0,0,0,0,6001,21208,1513,4596,"203.157.102.161"
"8ec43f9ee8a5b450912a021b7b914f7e","05138","45200406","0","202206270222","2565","2912","2151","69","187","122","881","145","82",1150,11,7,0,1,0,0,2450,9024,1495,3843,"203.157.102.145"
"8ec43f9ee8a5b450912a021b7b914f7e","01803","19130606","0","202206270149","2565","4749","1570","90","78","0","853","169","74",1101,5,2,0,0,0,0,2948,6281,747,1775,"203.157.102.119"
"8ec43f9ee8a5b450912a021b7b914f7e","10482","57150412","0","202206300831","2565","861","714","31","8","30","144","95","18",220,5,4,0,3,0,0,909,4619,421,918,"203.157.102.157"
"8ec43f9ee8a5b450912a021b7b914f7e","10557","62090307","0","202206291703","2565","2202","0","0","0","87","533","148","132",1209,6,3,0,0,0,0,2224,6754,1253,3381,"203.157.102.162"
"8ec43f9ee8a5b450912a021b7b914f7e","10782","15020605","0","202206290442","2565","2293","1370","161","119","37","589","65","23",934,7,2,0,7,0,0,50251,108206,8946,22465,"203.157.102.115"
"8ec43f9ee8a5b450912a021b7b914f7e","08509","75010201","0","202206301927","2565","3352","2434","500","305","41","964","121","81",1076,7,2,0,0,0,0,0,0,0,0,"203.157.102.175"
"8ec43f9ee8a5b450912a021b7b914f7e","06327","53080605","0","202206301047","2565","1121","808","146","83","45","293","40","90",387,3,1,0,0,0,0,1182,3961,356,1125,"203.157.102.153"
"8ec43f9ee8a5b450912a021b7b914f7e","00990","11060201","0","202206242217","2565","9796","2934","1180","712","52","1577","280","3",4055,12,2,0,2,0,0,3000,5744,725,1483,"203.157.102.111"
"8ec43f9ee8a5b450912a021b7b914f7e","04981","44130410","0","202206272020","2565","2864","2046","182","119","63","656","168","48",1053,10,6,0,0,0,0,3123,13041,1280,3308,"203.157.102.144"
"8ec43f9ee8a5b450912a021b7b914f7e","08985","80230304","0","202206260659","2565","4176","3041","145","360","182","957","272","157",304,1,0,0,0,0,0,3696,8805,808,2323,"203.157.102.180"
"8ec43f9ee8a5b450912a021b7b914f7e","01354","14160505","0","202206251906","2565","1210","754","55","77","43","291","63","10",442,5,1,0,1,4,0,619,1667,366,953,"203.157.102.114"
"8ec43f9ee8a5b450912a021b7b914f7e","23988","90110100","0","202206261257","2565","7580","4084","712","607","48","2361","191","106",4859,10,9,0,0,0,0,5421,13848,4035,8183,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","01670","18070301","0","202206300622","2565","2176","1341","21","72","32","567","105","65",1096,6,2,0,0,0,0,1933,6507,720,1857,"203.157.102.118"
"8ec43f9ee8a5b450912a021b7b914f7e","07252","62090303","0","202206291703","2565","2627","0","0","0","72","598","164","97",1260,5,3,0,2,0,0,2908,8240,1168,2518,"203.157.102.162"
"8ec43f9ee8a5b450912a021b7b914f7e","08663","76071003","0","202206301017","2565","2556","1931","309","175","44","408","174","67",721,4,2,0,1,0,0,2118,5890,607,1739,"203.157.102.176"
"8ec43f9ee8a5b450912a021b7b914f7e","10424","56080102","0","202206301046","2565","202","78","0","22","6","33","24","2",84,1,0,0,0,0,0,197,474,61,111,"203.157.102.156"
"8ec43f9ee8a5b450912a021b7b914f7e","07476","65010203","0","202206251514","2565","1913","0","0","0","0","612","129","46",1436,8,5,0,1,0,0,1406,5643,667,3269,"203.157.102.165"
"8ec43f9ee8a5b450912a021b7b914f7e","09760","92080602","0","202206301107","2565","3942","2411","83","235","69","826","236","119",1421,5,2,0,0,0,0,4361,12015,1098,1968,"203.157.102.192"
"8ec43f9ee8a5b450912a021b7b914f7e","77650","40290208","0","202206251313","2565","654","421","16","11","0","165","35","14",264,1,1,0,0,0,0,17801,57190,7355,18262,"203.157.102.140"
"8ec43f9ee8a5b450912a021b7b914f7e","01547","16100201","0","202206300722","2565","2308","991","78","48","75","568","142","102",1181,7,2,0,1,0,0,1649,3708,614,1221,"203.157.102.116"
"8ec43f9ee8a5b450912a021b7b914f7e","04478","40250401","0","202206251313","2565","2114","1415","84","134","70","651","110","217",839,8,0,0,0,0,0,1958,6459,976,3123,"203.157.102.140"
"8ec43f9ee8a5b450912a021b7b914f7e","08853","80090401","0","202206260659","2565","4549","3056","443","542","103","879","339","130",1595,7,3,0,1,0,0,9952,18948,1145,2080,"203.157.102.180"
"8ec43f9ee8a5b450912a021b7b914f7e","09601","90160105","0","202206261257","2565","2619","1789","236","164","44","380","197","61",814,4,1,0,0,0,0,13448,15744,83,142,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","13988","50250204","0","202206280643","2565","2001","1585","31","53","40","281","218","31",680,5,5,0,0,0,0,2353,10827,1127,2570,"203.157.102.150"
"8ec43f9ee8a5b450912a021b7b914f7e","77494","66010100","0","202206281224","2565","13053","7139","335","2612","62","3778","328","240",7687,26,10,0,3,0,0,4682,6646,1206,1464,"203.157.102.166"
"8ec43f9ee8a5b450912a021b7b914f7e","07899","70030203","0","202206250138","2565","1823","1153","3","12","27","341","87","25",679,3,3,0,1,0,0,1254,3700,376,932,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","04091","36150305","0","202206272115","2565","1565","739","47","40","61","378","117","54",667,4,1,0,0,0,0,1679,6949,650,1706,"203.157.102.136"
"8ec43f9ee8a5b450912a021b7b914f7e","28861","42140100","0","202206291005","2565","807","416","167","36","6","144","28","13",306,1,1,0,1,1,0,21228,60999,11063,24637,"203.157.102.142"
"8ec43f9ee8a5b450912a021b7b914f7e","08009","70100305","0","202206250138","2565","2209","1565","124","124","53","499","151","73",1018,5,3,0,2,0,0,1753,5358,478,1279,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","07981","70080101","0","202206250138","2565","2595","1723","395","149","69","575","149","44",928,4,2,0,0,0,0,2437,7297,833,2672,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","10618","70100206","0","202206250138","2565","428","300","10","13","7","89","32","4",188,1,1,0,0,0,0,413,1099,152,315,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","08006","70100204","0","202206250138","2565","1104","709","4","22","13","180","66","17",439,2,2,0,0,0,0,666,1688,131,299,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","28858","70100103","0","202206250138","2565","675","583","8","6","0","148","26","6",261,1,1,0,0,0,0,18316,58855,6701,17229,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","08004","70100104","0","202206250138","2565","2107","1615","71","65","51","436","138","41",885,6,2,0,0,0,0,2177,7472,898,1950,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","07933","70051005","0","202206250138","2565","3023","2040","618","197","60","815","140","56",1131,8,5,0,2,0,0,3709,11031,1340,3285,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","08003","70100101","0","202206250138","2565","2248","1341","68","12","49","444","163","48",1105,7,0,0,0,0,0,2254,6765,637,1141,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","07963","70070802","0","202206250138","2565","6095","3327","489","612","73","1412","272","135",1957,9,4,0,4,0,0,4054,10151,1000,2932,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","07952","70060708","0","202206250138","2565","3758","2272","45","5","80","798","185","100",1308,5,2,0,0,0,0,4617,12570,1406,3686,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","07482","65010603","0","202206251514","2565","1339","0","0","0","0","538","116","2",3663,10,3,0,5,0,0,1837,8300,613,4907,"203.157.102.165"
"8ec43f9ee8a5b450912a021b7b914f7e","07971","70071404","0","202206250138","2565","2982","1460","102","290","52","750","148","93",1054,3,1,0,0,0,0,3083,9501,1346,2932,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","03711","34141201","0","202206271409","2565","1410","757","37","221","47","408","96","79",622,6,4,0,1,0,0,2225,9442,903,2520,"203.157.102.134"
"8ec43f9ee8a5b450912a021b7b914f7e","04764","42101007","0","202206291005","2565","4273","2053","37","95","14","878","195","50",1266,7,3,0,2,0,0,2792,8257,1666,2974,"203.157.102.142"
"8ec43f9ee8a5b450912a021b7b914f7e","07879","70012204","0","202206250138","2565","5212","2860","224","852","37","1395","159","88",1933,6,1,0,2,0,0,2272,3447,44,68,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","12399","17010100","0","202206280433","2565","4967","1017","2681","4","0","1478","159","41",3670,7,1,0,0,0,0,1978,4199,548,1708,"203.157.102.117"
"8ec43f9ee8a5b450912a021b7b914f7e","07991","70080804","0","202206250138","2565","1557","1033","246","105","43","298","88","36",713,3,2,0,0,0,0,1546,3770,723,1970,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","09526","90080103","0","202206261257","2565","2612","1863","90","208","82","649","151","74",760,4,1,0,0,0,0,2879,10273,878,1916,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09557","90100904","0","202206261257","2565","2257","1520","199","212","60","386","125","50",725,4,2,0,0,0,0,2961,7507,575,1043,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","04410","40290106","0","202206251313","2565","6376","4765","304","345","180","1583","415","129",2232,15,7,0,6,0,0,5769,18381,1913,3381,"203.157.102.140"
"8ec43f9ee8a5b450912a021b7b914f7e","99769","90150205","0","202206261257","2565","5956","3368","865","686","118","1392","360","182",2611,5,7,0,3,0,0,7272,25562,1424,2732,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","99977","93100102","0","202206300620","2565","4138","2481","80","546","113","1143","219","177",1654,7,3,0,2,0,0,4376,8952,126,348,"203.157.102.193"
"8ec43f9ee8a5b450912a021b7b914f7e","09600","90160102","0","202206261257","2565","4695","3181","510","304","95","859","249","107",1393,8,2,0,1,0,0,3297,6002,300,518,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09472","90031302","0","202206261257","2565","3142","2142","307","448","52","764","194","72",981,6,2,0,1,0,0,3711,14512,799,2119,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","06439","54070509","0","202206300916","2565","1722","1321","39","89","77","545","105","100",811,4,7,0,1,0,0,1210,3175,407,925,"203.157.102.154"
"8ec43f9ee8a5b450912a021b7b914f7e","99873","94110101","0","202206301244","2565","3777","1846","24","70","0","477","305","5",1099,7,3,0,3,0,0,2201,4110,220,234,"203.157.102.194"
"8ec43f9ee8a5b450912a021b7b914f7e","09599","90151103","0","202206261257","2565","10383","6958","489","779","178","1880","709","333",2655,9,4,0,3,0,0,12704,40430,2828,5776,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09464","90030711","0","202206261257","2565","1945","1445","117","211","41","392","112","80",594,6,2,0,0,0,0,2050,5710,382,788,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","11144","51061107","0","202206300804","2565","6457","3770","128","84","163","1404","247","240",3695,9,0,0,0,0,0,44184,139764,16551,42641,"203.157.102.151"
"8ec43f9ee8a5b450912a021b7b914f7e","09550","90100605","0","202206261257","2565","5319","3588","468","388","84","890","389","89",1635,20,5,0,0,0,0,4552,13664,872,2225,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09583","90140104","0","202206261257","2565","2881","1817","395","335","63","634","186","80",1038,8,3,0,1,0,0,3051,9795,645,1491,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09511","90060706","0","202206261257","2565","3504","2386","56","343","52","576","229","52",921,4,0,0,0,0,0,4414,14014,1240,3000,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09594","90150702","0","202206261257","2565","1826","1216","204","123","55","366","149","53",651,7,0,0,0,0,0,2700,9124,443,1090,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09553","90100710","0","202206261257","2565","1801","1369","94","87","23","208","155","24",462,3,3,0,0,0,0,1823,4900,508,1087,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09595","90150802","0","202206261257","2565","1216","789","16","71","42","256","76","42",373,3,1,0,0,0,0,1919,7214,467,1179,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09593","90150604","0","202206261257","2565","2324","1432","232","168","95","520","177","57",710,6,0,0,0,0,0,3231,10378,502,922,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","06326","53080601","0","202206301047","2565","4199","2361","843","543","130","1132","152","298",1801,4,3,0,1,0,0,4105,10318,996,2874,"203.157.102.153"
"8ec43f9ee8a5b450912a021b7b914f7e","09556","90100902","0","202206261257","2565","1749","1178","125","153","31","392","94","49",689,2,1,0,1,0,0,2010,5512,463,1352,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09564","90111105","0","202206261257","2565","4442","2309","954","767","97","1083","203","91",1637,7,4,0,2,0,0,4262,11202,662,1649,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","08008","70100303","0","202206250138","2565","2305","1310","9","26","62","537","150","65",1032,6,3,0,3,0,0,3014,14390,1132,3135,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","99782","90020101","0","202206261257","2565","4280","2691","271","665","120","995","202","159",1680,8,7,0,0,0,0,4403,10660,168,401,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09470","90031205","0","202206261257","2565","2866","1906","95","182","37","424","199","75",727,5,3,0,1,0,0,2684,7747,644,1351,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09546","90100403","0","202206261257","2565","4744","3634","398","134","49","509","365","95",1807,4,3,0,1,0,0,3835,8816,1050,1830,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09592","90150501","0","202206261257","2565","8005","4698","901","595","112","1397","443","160",2124,11,1,0,1,0,0,10042,26091,1682,3071,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09513","90060901","0","202206261257","2565","4505","3395","97","52","64","296","488","82",1047,5,2,0,5,0,0,3952,10478,1015,1509,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09555","90100803","0","202206261257","2565","905","648","45","14","21","108","49","8",321,2,2,0,0,0,0,1414,3561,241,397,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09587","90140404","0","202206261257","2565","3524","2247","337","264","56","582","295","86",1088,6,0,0,1,0,0,4151,15664,912,2058,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","08001","70090203","0","202206250138","2565","1534","983","121","160","39","414","79","54",630,4,2,0,0,0,0,859,3409,269,1098,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","23994","90110100","0","202206261257","2565","6517","3415","1034","622","16","1212","173","10",2152,3,0,0,0,0,0,3328,8856,1759,4440,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","07852","67110605","0","202206262127","2565","1255","871","53","61","31","261","84","37",566,7,1,0,1,0,0,1542,3866,584,1156,"203.157.102.167"
"8ec43f9ee8a5b450912a021b7b914f7e","09506","90060403","0","202206261257","2565","3022","1946","67","304","70","510","192","45",802,5,2,0,2,0,0,2796,8206,363,698,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","04666","42010210","0","202206291005","2565","2458","758","26","372","57","631","123","66",914,4,1,0,0,0,0,1578,4589,602,1221,"203.157.102.142"
"8ec43f9ee8a5b450912a021b7b914f7e","09582","90130410","0","202206261257","2565","4426","2969","377","326","200","873","264","106",1232,7,4,0,2,0,0,4402,12567,778,1775,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09581","90130403","0","202206261257","2565","2998","1947","290","262","75","699","139","90",1147,6,2,0,0,0,0,3514,11498,811,2108,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09579","90130206","0","202206261257","2565","1726","1153","74","147","53","434","82","15",605,6,3,0,1,0,0,1916,6787,506,1268,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09578","90130203","0","202206261257","2565","2282","1386","142","226","81","631","99","83",812,6,1,0,0,0,0,2934,7620,532,1027,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","14312","90111600","0","202206261257","2565","24787","11488","1307","1760","0","4573","1079","22",7656,12,3,0,0,0,0,6877,15687,3079,7087,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09567","90111210","0","202206261257","2565","5045","2863","747","618","84","794","284","81",1640,4,2,0,1,0,0,6573,21451,1157,2092,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","09588","90150108","0","202206261257","2565","7710","4092","976","810","162","1595","427","142",2706,12,0,0,0,0,0,9144,27366,1217,2182,"203.157.102.190"
"8ec43f9ee8a5b450912a021b7b914f7e","04034","36090408","0","202206272115","2565","3387","2588","35","34","0","392","349","101",1889,7,5,0,0,0,0,3279,8648,709,1765,"203.157.102.136"
"8ec43f9ee8a5b450912a021b7b914f7e","10004","94101205","0","202206301244","2565","6306","4034","50","54","58","585","617","42",1052,4,3,0,3,0,0,3841,10061,1044,1943,"203.157.102.194"
"8ec43f9ee8a5b450912a021b7b914f7e","07955","70070403","0","202206250138","2565","4636","2433","663","871","80","1110","200","71",1656,5,3,0,0,0,0,3217,8436,842,1769,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","09759","92080508","0","202206301107","2565","5680","2488","89","212","106","1142","331","67",1852,8,2,0,1,0,0,4309,10502,1448,2431,"203.157.102.192"
"8ec43f9ee8a5b450912a021b7b914f7e","08343","73011904","0","202206241942","2565","6968","3588","1145","908","19","1281","249","49",2759,8,1,0,1,0,0,6855,16272,1442,3011,"203.157.102.173"
"8ec43f9ee8a5b450912a021b7b914f7e","07869","70011401","0","202206250138","2565","8191","5147","1132","1117","78","1625","428","106",2376,11,4,0,0,0,0,6051,14006,1683,3275,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","05562","47130203","0","202206231956","2565","4872","3786","381","84","121","766","350","156",1228,6,3,0,0,0,0,1726,5009,1291,2502,"203.157.102.147"
"8ec43f9ee8a5b450912a021b7b914f7e","06238","52120403","0","202206291336","2565","3933","2269","757","636","172","1266","165","157",1345,6,5,0,0,0,0,4039,14048,1540,5402,"203.157.102.152"
"8ec43f9ee8a5b450912a021b7b914f7e","06636","56070608","0","202206301046","2565","2449","1410","6","159","111","804","100","142",0,0,0,0,0,0,0,2050,5853,664,1855,"203.157.102.156"
"8ec43f9ee8a5b450912a021b7b914f7e","03576","34040801","0","202206271409","2565","2548","1628","53","202","74","719","126","85",827,8,4,0,3,0,0,2820,8924,952,1999,"203.157.102.134"
"8ec43f9ee8a5b450912a021b7b914f7e","03185","32170507","0","202206301202","2565","2176","1263","4","80","80","617","139","85",737,8,2,0,2,0,0,1722,4911,975,1956,"203.157.102.132"
"8ec43f9ee8a5b450912a021b7b914f7e","04009","36160305","0","202206272115","2565","2254","1514","46","106","101","518","160","59",1112,11,4,0,1,0,0,2034,6881,1170,2097,"203.157.102.136"
"8ec43f9ee8a5b450912a021b7b914f7e","11758","47070106","0","202206231956","2565","1573","1165","83","60","47","255","115","45",639,3,2,0,0,0,0,1433,3260,541,1174,"203.157.102.147"
"8ec43f9ee8a5b450912a021b7b914f7e","09343","85040605","0","202206300526","2565","5165","3758","148","162","31","824","278","0",2876,5,0,0,0,0,0,4627,10455,872,1832,"203.157.102.185"
"8ec43f9ee8a5b450912a021b7b914f7e","03584","34041301","0","202206271409","2565","1944","1013","7","112","62","546","74","102",616,5,2,0,0,0,0,2190,11271,1170,3600,"203.157.102.134"
"8ec43f9ee8a5b450912a021b7b914f7e","01917","20110204","0","202206252144","2565","7895","4850","845","838","157","1536","289","91",3132,5,0,0,1,0,0,5387,11877,897,1846,"203.157.102.120"
"8ec43f9ee8a5b450912a021b7b914f7e","11236","62090204","0","202206291703","2565","1735","0","0","0","14","364","139","86",901,5,2,0,0,0,0,19326,66202,10470,29721,"203.157.102.162"
"8ec43f9ee8a5b450912a021b7b914f7e","08510","75010204","0","202206301927","2565","4187","2980","705","325","31","1178","113","70",1258,6,2,0,0,0,0,0,0,0,0,"203.157.102.175"
"8ec43f9ee8a5b450912a021b7b914f7e","07250","62090201","0","202206291703","2565","5149","0","0","0","112","1076","349","115",2253,10,6,0,0,0,0,5141,15011,2759,4933,"203.157.102.162"
"8ec43f9ee8a5b450912a021b7b914f7e","07249","62090103","0","202206291703","2565","5017","0","0","0","133","1343","254","156",3248,13,0,0,0,0,0,6022,19635,1793,4161,"203.157.102.162"
"8ec43f9ee8a5b450912a021b7b914f7e","07248","62090102","0","202206291703","2565","1682","0","0","0","43","440","72","63",790,4,1,0,1,0,0,1639,4844,555,1192,"203.157.102.162"
"8ec43f9ee8a5b450912a021b7b914f7e","03916","35081102","0","202206300500","2565","5842","0","0","0","195","582","465","89",2159,13,5,0,1,0,0,5137,15214,1696,3320,"203.157.102.135"
"8ec43f9ee8a5b450912a021b7b914f7e","14885","40200407","0","202206251313","2565","301","217","1","4","18","74","33","22",158,1,1,0,0,0,0,325,1133,80,143,"203.157.102.140"
"8ec43f9ee8a5b450912a021b7b914f7e","08983","80230107","0","202206260659","2565","2466","1445","24","201","89","708","169","82",1131,6,4,0,0,0,0,2823,6378,539,1358,"203.157.102.180"
"8ec43f9ee8a5b450912a021b7b914f7e","04476","40250305","0","202206251313","2565","3255","2784","99","73","81","586","207","162",985,7,0,0,0,0,0,2503,10754,1271,3918,"203.157.102.140"
"8ec43f9ee8a5b450912a021b7b914f7e","07247","62080308","0","202206291703","2565","1743","0","0","0","36","423","111","35",681,4,1,0,1,0,0,1422,6898,985,3261,"203.157.102.162"
"8ec43f9ee8a5b450912a021b7b914f7e","04262","40011008","0","202206251313","2565","4832","3565","537","237","112","880","316","104",1811,8,5,0,0,0,0,4512,12249,1171,3704,"203.157.102.140"
"8ec43f9ee8a5b450912a021b7b914f7e","07246","62080301","0","202206291703","2565","2698","0","0","0","70","627","166","64",1095,6,3,0,1,0,0,2620,10216,2092,4717,"203.157.102.162"
"8ec43f9ee8a5b450912a021b7b914f7e","07245","62080206","0","202206291703","2565","4990","0","0","0","105","1115","302","176",1844,11,3,0,0,0,0,3840,14482,2475,5856,"203.157.102.162"
"8ec43f9ee8a5b450912a021b7b914f7e","99838","40161703","0","202206251313","2565","3809","2111","21","829","65","1072","207","31",1685,10,6,0,0,0,0,1402,1485,43,43,"203.157.102.140"
"8ec43f9ee8a5b450912a021b7b914f7e","07244","62080113","0","202206291703","2565","1698","0","0","0","61","415","98","39",644,6,2,0,2,0,0,1391,5605,894,2554,"203.157.102.162"
"8ec43f9ee8a5b450912a021b7b914f7e","11235","62080101","0","202206291703","2565","4321","0","0","0","78","1151","274","208",2164,11,4,0,2,0,0,23048,94358,9861,29565,"203.157.102.162"
"8ec43f9ee8a5b450912a021b7b914f7e","14225","70100102","0","202206250138","2565","1653","961","6","3","41","387","99","33",670,5,2,0,0,0,0,1221,3465,423,1188,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","08982","80230103","0","202206260659","2565","1844","1041","82","114","71","461","91","51",673,6,3,0,0,0,0,1807,4978,470,1183,"203.157.102.180"
"8ec43f9ee8a5b450912a021b7b914f7e","03184","32170502","0","202206301202","2565","3810","2112","41","29","119","1015","234","39",0,0,0,0,0,0,0,2586,7882,1319,3632,"203.157.102.132"
"8ec43f9ee8a5b450912a021b7b914f7e","23161","34010801","0","202206271409","2565","9099","4501","1364","1216","183","1394","527","65",2996,8,2,0,2,0,0,7905,18056,1532,4907,"203.157.102.134"
"8ec43f9ee8a5b450912a021b7b914f7e","05570","47150201","0","202206231956","2565","4222","1972","213","383","93","1020","274","202",1553,11,3,0,0,0,0,3211,10425,1279,3627,"203.157.102.147"
"8ec43f9ee8a5b450912a021b7b914f7e","23367","39060100","0","202206300745","2565","16","3","0","1","0","3","3","0",0,0,0,0,0,0,0,21629,73163,10834,29981,"203.157.102.139"
"8ec43f9ee8a5b450912a021b7b914f7e","09652","91070207","0","202206290155","2565","4625","3061","9","325","79","660","362","88",1580,6,4,0,3,0,0,4864,13514,853,1955,"203.157.102.191"
"8ec43f9ee8a5b450912a021b7b914f7e","06805","57150406","0","202206300831","2565","2943","2252","330","104","65","408","247","44",744,9,3,0,0,0,0,4546,17560,2778,6683,"203.157.102.157"
"8ec43f9ee8a5b450912a021b7b914f7e","05518","47081401","0","202206231956","2565","4328","2859","43","105","114","690","346","91",1308,9,5,0,0,0,0,3965,10724,1477,3379,"203.157.102.147"
"8ec43f9ee8a5b450912a021b7b914f7e","07998","70081202","0","202206250138","2565","3316","2320","562","121","77","659","205","85",1187,5,4,0,1,0,0,3621,10012,908,2791,"203.157.102.170"
"8ec43f9ee8a5b450912a021b7b914f7e","08897","80120608","0","202206260659","2565","3724","2488","121","268","70","988","221","50",1526,8,4,0,3,0,0,3747,9007,1154,2922,"203.157.102.180"
"8ec43f9ee8a5b450912a021b7b914f7e","05463","47012005","0","202206231956","2565","6715","4400","35","393","172","1246","421","30",2242,12,5,0,3,0,0,4878,8186,1135,2444,"203.157.102.147"
"8ec43f9ee8a5b450912a021b7b914f7e","05592","47180304","0","202206231956","2565","7461","4942","823","386","137","1326","533","57",2432,12,3,0,0,0,0,5309,13104,1656,2724,"203.157.102.147"
